payment_id,subscription_id,bill_month,billed_amount,paid_amount,payment_status
P00004732,S000813,202512,399,399,PAID
P00004733,S000814,202505,999,999,PAID
P00004734,S000814,202506,999,999,PAID
P00004735,S000814,202507,999,999,PAID
P00004736,S000815,202501,999,999,PAID
P00004737,S000815,202502,999,999,PAID
P00004738,S000815,202503,999,999,PAID
P00004739,S000815,202504,999,999,PAID
P00004740,S000815,202505,999,999,PAID
P00004741,S000815,202506,999,999,PAID
P00004742,S000815,202507,999,999,PAID
P00004743,S000815,202508,999,999,PAID
P00004744,S000815,202509,999,999,PAID
P00004745,S000815,202510,999,0,UNPAID
P00004746,S000815,202511,999,999,PAID
P00004747,S000815,202512,999,999,LATE
P00004748,S000816,202505,399,399,PAID
P00004749,S000816,202506,399,399,PAID
P00004750,S000816,202507,399,399,PAID
P00004751,S000816,202508,399,399,PAID
P00004752,S000816,202509,399,399,LATE
P00004753,S000817,202507,999,999,PAID
P00004754,S000817,202508,999,999,PAID
P00004755,S000817,202509,999,999,PAID
P00004756,S000817,202510,999,999,PAID
P00004757,S000817,202511,999,0,UNPAID
P00004758,S000817,202512,999,999,PAID
P00004759,S000818,202508,799,799,PAID
P00004760,S000818,202509,799,799,LATE
P00004761,S000818,202510,799,799,PAID
P00004762,S000819,202503,799,799,PAID
P00004763,S000819,202504,799,799,PAID
P00004764,S000819,202505,799,799,PAID
P00004765,S000819,202506,799,799,LATE
P00004766,S000819,202507,799,799,PAID
P00004767,S000819,202508,799,799,LATE
P00004768,S000819,202509,799,0,UNPAID
P00004769,S000819,202510,799,799,PAID
P00004770,S000819,202511,799,0,UNPAID
P00004771,S000819,202512,799,799,PAID
P00004772,S000820,202508,999,999,PAID
P00004773,S000820,202509,999,999,PAID
P00004774,S000820,202510,999,999,PAID
P00004775,S000820,202511,999,999,PAID
P00004776,S000820,202512,999,999,PAID
P00004777,S000821,202505,999,999,PAID
P00004778,S000821,202506,999,0,UNPAID
P00004779,S000821,202507,999,999,PAID
P00004780,S000821,202508,999,999,PAID
P00004781,S000821,202509,999,999,LATE
P00004782,S000821,202510,999,999,PAID
P00004783,S000821,202511,999,999,PAID
P00004784,S000821,202512,999,999,PAID
P00004785,S000822,202504,999,999,LATE
P00004786,S000822,202505,999,999,PAID
P00004787,S000822,202506,999,999,PAID
P00004788,S000822,202507,999,999,PAID
P00004789,S000822,202508,999,999,PAID
P00004790,S000822,202509,999,999,PAID
P00004791,S000822,202510,999,999,PAID
P00004792,S000822,202511,999,999,PAID
P00004793,S000822,202512,999,0,UNPAID
P00004794,S000823,202510,999,999,LATE
P00004795,S000823,202511,999,999,PAID
P00004796,S000823,202512,999,999,PAID
P00004797,S000824,202507,599,599,PAID
P00004798,S000824,202508,599,599,PAID
P00004799,S000824,202509,599,599,PAID
P00004800,S000824,202510,599,599,PAID
P00004801,S000824,202511,599,599,LATE
P00004802,S000824,202512,599,0,UNPAID
P00004803,S000825,202507,499,0,UNPAID
P00004804,S000825,202508,499,499,PAID
P00004805,S000825,202509,499,499,LATE
P00004806,S000825,202510,499,499,LATE
P00004807,S000825,202511,499,499,PAID
P00004808,S000825,202512,499,499,PAID
P00004809,S000826,202507,799,799,PAID
P00004810,S000826,202508,799,799,PAID
P00004811,S000826,202509,799,799,PAID
P00004812,S000826,202510,799,799,PAID
P00004813,S000826,202511,799,799,PAID
P00004814,S000826,202512,799,799,PAID
P00004815,S000827,202501,499,499,PAID
P00004816,S000827,202502,499,499,PAID
P00004817,S000827,202503,499,499,PAID
P00004818,S000827,202504,499,499,PAID
P00004819,S000827,202505,499,499,PAID
P00004820,S000827,202506,499,499,PAID
P00004821,S000827,202507,499,0,UNPAID
P00004822,S000827,202508,499,499,PAID
P00004823,S000827,202509,499,499,PAID
P00004824,S000827,202510,499,499,PAID
P00004825,S000827,202511,499,499,PAID
P00004826,S000827,202512,499,499,LATE
P00004827,S000828,202504,799,799,PAID
P00004828,S000828,202505,799,799,LATE
P00004829,S000828,202506,799,799,PAID
P00004830,S000828,202507,799,799,PAID
P00004831,S000828,202508,799,0,UNPAID
P00004832,S000828,202509,799,799,PAID
P00004833,S000828,202510,799,799,PAID
P00004834,S000828,202511,799,799,PAID
P00004835,S000828,202512,799,0,UNPAID
P00004836,S000829,202511,799,799,PAID
P00004837,S000829,202512,799,799,PAID
P00004838,S000830,202509,499,499,PAID
P00004839,S000830,202510,499,499,PAID
P00004840,S000830,202511,499,499,PAID
P00004841,S000830,202512,499,499,PAID
P00004842,S000831,202503,799,799,PAID
P00004843,S000831,202504,799,799,PAID
P00004844,S000831,202505,799,799,PAID
P00004845,S000831,202506,799,799,PAID
P00004846,S000831,202507,799,799,PAID
P00004847,S000831,202508,799,799,PAID
P00004848,S000831,202509,799,799,PAID
P00004849,S000831,202510,799,799,PAID
P00004850,S000831,202511,799,799,PAID
P00004851,S000831,202512,799,799,PAID
P00004852,S000832,202506,499,499,PAID
P00004853,S000832,202507,499,499,PAID
P00004854,S000832,202508,499,499,PAID
P00004855,S000832,202509,499,0,UNPAID
P00004856,S000832,202510,499,0,UNPAID
P00004857,S000832,202511,499,0,UNPAID
P00004858,S000832,202512,499,499,PAID
P00004859,S000833,202505,499,499,PAID
P00004860,S000833,202506,499,499,PAID
P00004861,S000833,202507,499,499,PAID
P00004862,S000833,202508,499,499,PAID
P00004863,S000833,202509,499,499,PAID
P00004864,S000833,202510,499,499,PAID
P00004865,S000833,202511,499,0,UNPAID
P00004866,S000833,202512,499,499,PAID
P00004867,S000834,202511,499,499,PAID
P00004868,S000834,202512,499,499,PAID
P00004869,S000835,202503,599,599,PAID
P00004870,S000835,202504,599,599,PAID
P00004871,S000835,202505,599,599,PAID
P00004872,S000835,202506,599,599,PAID
P00004873,S000835,202507,599,599,PAID
P00004874,S000835,202508,599,599,PAID
P00004875,S000835,202509,599,599,PAID
P00004876,S000835,202510,599,599,PAID
P00004877,S000835,202511,599,599,PAID
P00004878,S000835,202512,599,599,PAID
P00004879,S000836,202508,799,799,PAID
P00004880,S000836,202509,799,799,PAID
P00004881,S000836,202510,799,799,PAID
P00004882,S000836,202511,799,799,LATE
P00004883,S000836,202512,799,799,PAID
P00004884,S000837,202504,599,599,PAID
P00004885,S000837,202505,599,599,PAID
P00004886,S000837,202506,599,599,LATE
P00004887,S000837,202507,599,599,PAID
P00004888,S000838,202511,399,399,PAID
P00004889,S000838,202512,399,399,LATE
P00004890,S000839,202501,999,0,UNPAID
P00004891,S000839,202502,999,999,PAID
P00004892,S000839,202503,999,999,LATE
P00004893,S000840,202502,599,599,PAID
P00004894,S000840,202503,599,599,PAID
P00004895,S000840,202504,599,599,PAID
P00004896,S000840,202505,599,599,PAID
P00004897,S000840,202506,599,599,PAID
P00004898,S000840,202507,599,599,LATE
P00004899,S000840,202508,599,599,PAID
P00004900,S000840,202509,599,599,PAID
P00004901,S000840,202510,599,599,PAID
P00004902,S000840,202511,599,599,PAID
P00004903,S000840,202512,599,599,PAID
P00004904,S000841,202507,499,0,UNPAID
P00004905,S000841,202508,499,499,LATE
P00004906,S000841,202509,499,499,PAID
P00004907,S000841,202510,499,499,LATE
P00004908,S000841,202511,499,499,PAID
P00004909,S000841,202512,499,499,PAID
P00004910,S000842,202502,399,399,PAID
P00004911,S000842,202503,399,399,PAID
P00004912,S000842,202504,399,399,PAID
P00004913,S000842,202505,399,399,PAID
P00004914,S000842,202506,399,399,LATE
P00004915,S000842,202507,399,399,PAID
P00004916,S000842,202508,399,399,LATE
P00004917,S000842,202509,399,399,PAID
P00004918,S000842,202510,399,399,PAID
P00004919,S000842,202511,399,399,PAID
P00004920,S000842,202512,399,399,PAID
P00004921,S000843,202508,999,999,PAID
P00004922,S000843,202509,999,999,PAID
P00004923,S000843,202510,999,999,PAID
P00004924,S000843,202511,999,999,PAID
P00004925,S000843,202512,999,999,PAID
P00004926,S000844,202506,799,799,PAID
P00004927,S000844,202507,799,799,PAID
P00004928,S000844,202508,799,799,PAID
P00004929,S000844,202509,799,0,UNPAID
P00004930,S000844,202510,799,799,LATE
P00004931,S000844,202511,799,799,PAID
P00004932,S000844,202512,799,799,PAID
P00004933,S000845,202507,499,499,PAID
P00004934,S000845,202508,499,499,PAID
P00004935,S000845,202509,499,499,LATE
P00004936,S000845,202510,499,499,PAID
P00004937,S000845,202511,499,499,PAID
P00004938,S000845,202512,499,499,PAID
P00004939,S000846,202505,999,999,LATE
P00004940,S000846,202506,999,999,PAID
P00004941,S000846,202507,999,999,PAID
P00004942,S000846,202508,999,999,PAID
P00004943,S000846,202509,999,0,UNPAID
P00004944,S000846,202510,999,999,PAID
P00004945,S000846,202511,999,999,PAID
P00004946,S000846,202512,999,999,PAID
P00004947,S000847,202508,399,399,PAID
P00004948,S000847,202509,399,399,PAID
P00004949,S000847,202510,399,399,PAID
P00004950,S000847,202511,399,399,PAID
P00004951,S000847,202512,399,399,PAID
P00004952,S000848,202509,499,499,PAID
P00004953,S000848,202510,499,499,PAID
P00004954,S000848,202511,499,499,LATE
P00004955,S000848,202512,499,499,PAID
P00004956,S000849,202503,599,599,PAID
P00004957,S000849,202504,599,599,PAID
P00004958,S000849,202505,599,599,PAID
P00004959,S000849,202506,599,599,PAID
P00004960,S000849,202507,599,599,LATE
P00004961,S000849,202508,599,599,PAID
P00004962,S000849,202509,599,599,PAID
P00004963,S000849,202510,599,599,PAID
P00004964,S000849,202511,599,599,PAID
P00004965,S000849,202512,599,599,PAID
P00004966,S000850,202501,399,399,PAID
P00004967,S000850,202502,399,399,PAID
P00004968,S000850,202503,399,399,PAID
P00004969,S000850,202504,399,399,LATE
P00004970,S000850,202505,399,399,PAID
P00004971,S000850,202506,399,399,PAID
P00004972,S000850,202507,399,399,PAID
P00004973,S000850,202508,399,0,UNPAID
P00004974,S000850,202509,399,399,PAID
P00004975,S000850,202510,399,399,PAID
P00004976,S000850,202511,399,399,PAID
P00004977,S000850,202512,399,399,PAID
P00004978,S000851,202512,499,499,PAID
P00004979,S000852,202509,599,599,PAID
P00004980,S000852,202510,599,599,PAID
P00004981,S000852,202511,599,599,PAID
P00004982,S000852,202512,599,599,LATE
P00004983,S000853,202509,799,799,PAID
P00004984,S000853,202510,799,799,PAID
P00004985,S000853,202511,799,799,PAID
P00004986,S000853,202512,799,799,PAID
P00004987,S000854,202507,599,599,PAID
P00004988,S000854,202508,599,599,PAID
P00004989,S000854,202509,599,599,PAID
P00004990,S000854,202510,599,599,PAID
P00004991,S000854,202511,599,599,PAID
P00004992,S000854,202512,599,599,PAID
P00004993,S000855,202504,799,0,UNPAID
P00004994,S000855,202505,799,799,PAID
P00004995,S000855,202506,799,799,PAID
P00004996,S000855,202507,799,799,LATE
P00004997,S000855,202508,799,799,PAID
P00004998,S000855,202509,799,799,PAID
P00004999,S000855,202510,799,799,PAID
P00005000,S000855,202511,799,799,PAID
P00005001,S000855,202512,799,799,PAID
P00005002,S000856,202511,599,599,PAID
P00005003,S000856,202512,599,599,LATE
P00005004,S000857,202508,599,599,PAID
P00005005,S000857,202509,599,599,PAID
P00005006,S000857,202510,599,599,PAID
P00005007,S000857,202511,599,599,PAID
P00005008,S000857,202512,599,599,PAID
P00005009,S000858,202502,599,599,PAID
P00005010,S000858,202503,599,599,PAID
P00005011,S000858,202504,599,599,PAID
P00005012,S000858,202505,599,599,PAID
P00005013,S000858,202506,599,599,PAID
P00005014,S000858,202507,599,599,PAID
P00005015,S000858,202508,599,599,PAID
P00005016,S000858,202509,599,599,PAID
P00005017,S000858,202510,599,599,PAID
P00005018,S000858,202511,599,599,PAID
P00005019,S000858,202512,599,599,PAID
P00005020,S000859,202506,999,999,PAID
P00005021,S000859,202507,999,999,PAID
P00005022,S000859,202508,999,999,LATE
P00005023,S000859,202509,999,999,PAID
P00005024,S000859,202510,999,999,LATE
P00005025,S000859,202511,999,999,PAID
P00005026,S000859,202512,999,999,PAID
P00005027,S000860,202508,499,499,PAID
P00005028,S000860,202509,499,499,PAID
P00005029,S000860,202510,499,499,PAID
P00005030,S000860,202511,499,499,LATE
P00005031,S000860,202512,499,499,PAID
P00005032,S000861,202511,599,599,LATE
P00005033,S000861,202512,599,599,PAID
P00005034,S000862,202510,999,999,PAID
P00005035,S000862,202511,999,0,UNPAID
P00005036,S000863,202510,799,799,PAID
P00005037,S000863,202511,799,799,PAID
P00005038,S000863,202512,799,799,LATE
P00005039,S000864,202512,999,999,PAID
P00005040,S000865,202505,599,599,PAID
P00005041,S000865,202506,599,0,UNPAID
P00005042,S000865,202507,599,599,PAID
P00005043,S000865,202508,599,599,PAID
P00005044,S000865,202509,599,599,PAID
P00005045,S000865,202510,599,599,PAID
P00005046,S000865,202511,599,599,LATE
P00005047,S000865,202512,599,599,PAID
P00005048,S000866,202507,499,499,PAID
P00005049,S000866,202508,499,499,PAID
P00005050,S000866,202509,499,499,PAID
P00005051,S000866,202510,499,0,UNPAID
P00005052,S000866,202511,499,499,LATE
P00005053,S000866,202512,499,499,PAID
P00005054,S000867,202501,999,999,PAID
P00005055,S000867,202502,999,999,PAID
P00005056,S000867,202503,999,0,UNPAID
P00005057,S000867,202504,999,999,PAID
P00005058,S000867,202505,999,999,PAID
P00005059,S000867,202506,999,999,PAID
P00005060,S000867,202507,999,999,PAID
P00005061,S000867,202508,999,999,PAID
P00005062,S000867,202509,999,999,LATE
P00005063,S000867,202510,999,999,PAID
P00005064,S000867,202511,999,999,PAID
P00005065,S000867,202512,999,999,PAID
P00005066,S000868,202502,599,599,PAID
P00005067,S000868,202503,599,599,PAID
P00005068,S000868,202504,599,599,PAID
P00005069,S000868,202505,599,599,PAID
P00005070,S000868,202506,599,599,LATE
P00005071,S000868,202507,599,599,PAID
P00005072,S000868,202508,599,599,PAID
P00005073,S000868,202509,599,599,PAID
P00005074,S000868,202510,599,599,PAID
P00005075,S000868,202511,599,599,PAID
P00005076,S000868,202512,599,599,LATE
P00005077,S000869,202501,999,999,PAID
P00005078,S000869,202502,999,999,PAID
P00005079,S000869,202503,999,999,PAID
P00005080,S000869,202504,999,999,PAID
P00005081,S000869,202505,999,999,LATE
P00005082,S000869,202506,999,0,UNPAID
P00005083,S000869,202507,999,999,PAID
P00005084,S000869,202508,999,999,PAID
P00005085,S000869,202509,999,999,PAID
P00005086,S000869,202510,999,999,LATE
P00005087,S000869,202511,999,999,PAID
P00005088,S000869,202512,999,999,PAID
P00005089,S000870,202503,999,999,PAID
P00005090,S000870,202504,999,0,UNPAID
P00005091,S000870,202505,999,999,LATE
P00005092,S000870,202506,999,999,PAID
P00005093,S000870,202507,999,999,PAID
P00005094,S000870,202508,999,999,LATE
P00005095,S000870,202509,999,999,PAID
P00005096,S000871,202501,799,799,PAID
P00005097,S000871,202502,799,799,PAID
P00005098,S000871,202503,799,799,PAID
P00005099,S000871,202504,799,0,UNPAID
P00005100,S000871,202505,799,799,PAID
P00005101,S000871,202506,799,799,PAID
P00005102,S000871,202507,799,799,PAID
P00005103,S000871,202508,799,799,LATE
P00005104,S000871,202509,799,799,PAID
P00005105,S000871,202510,799,799,PAID
P00005106,S000871,202511,799,799,PAID
P00005107,S000871,202512,799,799,PAID
P00005108,S000872,202502,499,0,UNPAID
P00005109,S000872,202503,499,499,PAID
P00005110,S000872,202504,499,499,PAID
P00005111,S000872,202505,499,499,LATE
P00005112,S000872,202506,499,499,PAID
P00005113,S000872,202507,499,499,PAID
P00005114,S000872,202508,499,499,PAID
P00005115,S000872,202509,499,499,PAID
P00005116,S000872,202510,499,499,PAID
P00005117,S000872,202511,499,499,PAID
P00005118,S000872,202512,499,499,PAID
P00005119,S000873,202505,499,499,PAID
P00005120,S000873,202506,499,499,PAID
P00005121,S000873,202507,499,499,PAID
P00005122,S000873,202508,499,499,PAID
P00005123,S000873,202509,499,499,PAID
P00005124,S000873,202510,499,499,PAID
P00005125,S000873,202511,499,499,PAID
P00005126,S000873,202512,499,499,PAID
P00005127,S000874,202504,499,0,UNPAID
P00005128,S000874,202505,499,499,PAID
P00005129,S000874,202506,499,499,LATE
P00005130,S000874,202507,499,0,UNPAID
P00005131,S000874,202508,499,499,PAID
P00005132,S000874,202509,499,499,PAID
P00005133,S000874,202510,499,499,PAID
P00005134,S000874,202511,499,499,PAID
P00005135,S000874,202512,499,499,PAID
P00005136,S000875,202503,399,399,PAID
P00005137,S000875,202504,399,399,PAID
P00005138,S000875,202505,399,399,PAID
P00005139,S000875,202506,399,399,PAID
P00005140,S000875,202507,399,0,UNPAID
P00005141,S000875,202508,399,399,PAID
P00005142,S000875,202509,399,0,UNPAID
P00005143,S000875,202510,399,399,LATE
P00005144,S000875,202511,399,399,PAID
P00005145,S000875,202512,399,399,LATE
P00005146,S000876,202505,499,499,PAID
P00005147,S000876,202506,499,499,PAID
P00005148,S000876,202507,499,499,PAID
P00005149,S000876,202508,499,499,PAID
P00005150,S000876,202509,499,499,PAID
P00005151,S000876,202510,499,499,PAID
P00005152,S000876,202511,499,499,PAID
P00005153,S000876,202512,499,499,PAID
P00005154,S000877,202510,399,399,PAID
P00005155,S000877,202511,399,399,LATE
P00005156,S000877,202512,399,399,PAID
P00005157,S000878,202508,799,799,PAID
P00005158,S000878,202509,799,799,PAID
P00005159,S000878,202510,799,799,PAID
P00005160,S000878,202511,799,799,PAID
P00005161,S000879,202512,999,999,PAID
P00005162,S000880,202502,599,599,PAID
P00005163,S000880,202503,599,599,PAID
P00005164,S000881,202508,999,999,PAID
P00005165,S000881,202509,999,999,PAID
P00005166,S000881,202510,999,999,PAID
P00005167,S000881,202511,999,999,PAID
P00005168,S000881,202512,999,999,PAID
P00005169,S000882,202501,799,799,PAID
P00005170,S000882,202502,799,799,LATE
P00005171,S000882,202503,799,799,PAID
P00005172,S000882,202504,799,799,PAID
P00005173,S000882,202505,799,799,PAID
P00005174,S000882,202506,799,799,PAID
P00005175,S000882,202507,799,799,PAID
P00005176,S000882,202508,799,0,UNPAID
P00005177,S000882,202509,799,799,PAID
P00005178,S000882,202510,799,799,PAID
P00005179,S000882,202511,799,799,PAID
P00005180,S000882,202512,799,799,PAID
P00005181,S000883,202507,999,999,PAID
P00005182,S000883,202508,999,999,PAID
P00005183,S000883,202509,999,999,PAID
P00005184,S000883,202510,999,999,PAID
P00005185,S000883,202511,999,999,PAID
P00005186,S000883,202512,999,999,PAID
P00005187,S000884,202510,799,799,PAID
P00005188,S000884,202511,799,0,UNPAID
P00005189,S000885,202508,999,999,PAID
P00005190,S000885,202509,999,999,PAID
P00005191,S000885,202510,999,999,PAID
P00005192,S000885,202511,999,999,PAID
P00005193,S000886,202503,399,399,PAID
P00005194,S000886,202504,399,399,PAID
P00005195,S000886,202505,399,399,LATE
P00005196,S000886,202506,399,399,PAID
P00005197,S000886,202507,399,399,PAID
P00005198,S000886,202508,399,399,PAID
P00005199,S000886,202509,399,399,PAID
P00005200,S000886,202510,399,399,PAID
P00005201,S000886,202511,399,399,LATE
P00005202,S000886,202512,399,399,LATE
P00005203,S000887,202508,599,599,PAID
P00005204,S000887,202509,599,599,PAID
P00005205,S000887,202510,599,599,LATE
P00005206,S000887,202511,599,599,LATE
P00005207,S000887,202512,599,599,PAID
P00005208,S000888,202505,999,999,PAID
P00005209,S000888,202506,999,999,PAID
P00005210,S000888,202507,999,999,PAID
P00005211,S000888,202508,999,999,PAID
P00005212,S000888,202509,999,999,PAID
P00005213,S000888,202510,999,999,PAID
P00005214,S000888,202511,999,999,PAID
P00005215,S000888,202512,999,999,PAID
P00005216,S000889,202509,599,599,PAID
P00005217,S000889,202510,599,599,PAID
P00005218,S000889,202511,599,599,LATE
P00005219,S000889,202512,599,599,PAID
P00005220,S000890,202503,799,0,UNPAID
P00005221,S000890,202504,799,799,PAID
P00005222,S000890,202505,799,799,PAID
P00005223,S000890,202506,799,799,PAID
P00005224,S000890,202507,799,799,PAID
P00005225,S000890,202508,799,0,UNPAID
P00005226,S000890,202509,799,799,PAID
P00005227,S000890,202510,799,799,PAID
P00005228,S000890,202511,799,799,PAID
P00005229,S000890,202512,799,799,PAID
P00005230,S000891,202504,399,0,UNPAID
P00005231,S000891,202505,399,399,PAID
P00005232,S000891,202506,399,399,LATE
P00005233,S000891,202507,399,399,PAID
P00005234,S000891,202508,399,399,PAID
P00005235,S000892,202505,399,399,PAID
P00005236,S000892,202506,399,399,LATE
P00005237,S000892,202507,399,399,PAID
P00005238,S000892,202508,399,399,PAID
P00005239,S000892,202509,399,399,LATE
P00005240,S000893,202501,999,999,PAID
P00005241,S000893,202502,999,999,PAID
P00005242,S000893,202503,999,999,PAID
P00005243,S000893,202504,999,999,PAID
P00005244,S000893,202505,999,999,PAID
P00005245,S000893,202506,999,999,PAID
P00005246,S000893,202507,999,999,PAID
P00005247,S000893,202508,999,999,PAID
P00005248,S000893,202509,999,999,PAID
P00005249,S000893,202510,999,999,PAID
P00005250,S000893,202511,999,999,PAID
P00005251,S000893,202512,999,999,PAID
P00005252,S000894,202508,499,499,PAID
P00005253,S000894,202509,499,499,PAID
P00005254,S000894,202510,499,499,PAID
P00005255,S000894,202511,499,499,PAID
P00005256,S000894,202512,499,499,PAID
P00005257,S000895,202506,499,499,PAID
P00005258,S000895,202507,499,499,PAID
P00005259,S000895,202508,499,499,PAID
P00005260,S000895,202509,499,499,PAID
P00005261,S000896,202510,499,499,PAID
P00005262,S000896,202511,499,499,LATE
P00005263,S000896,202512,499,499,PAID
P00005264,S000897,202509,799,799,PAID
P00005265,S000897,202510,799,799,LATE
P00005266,S000897,202511,799,799,PAID
P00005267,S000897,202512,799,799,PAID
P00005268,S000898,202504,399,399,PAID
P00005269,S000898,202505,399,399,PAID
P00005270,S000898,202506,399,399,PAID
P00005271,S000898,202507,399,399,PAID
P00005272,S000898,202508,399,0,UNPAID
P00005273,S000898,202509,399,399,PAID
P00005274,S000898,202510,399,399,PAID
P00005275,S000898,202511,399,399,PAID
P00005276,S000898,202512,399,399,LATE
P00005277,S000899,202501,399,399,PAID
P00005278,S000899,202502,399,399,PAID
P00005279,S000899,202503,399,399,PAID
P00005280,S000899,202504,399,399,LATE
P00005281,S000899,202505,399,399,PAID
P00005282,S000899,202506,399,399,PAID
P00005283,S000899,202507,399,399,PAID
P00005284,S000899,202508,399,399,PAID
P00005285,S000899,202509,399,399,PAID
P00005286,S000899,202510,399,399,PAID
P00005287,S000899,202511,399,399,PAID
P00005288,S000899,202512,399,399,PAID
P00005289,S000900,202506,599,599,PAID
P00005290,S000900,202507,599,599,PAID
P00005291,S000900,202508,599,599,PAID
P00005292,S000900,202509,599,599,PAID
P00005293,S000900,202510,599,599,PAID
P00005294,S000900,202511,599,599,PAID
P00005295,S000900,202512,599,599,LATE
P00005296,S000901,202501,799,799,PAID
P00005297,S000901,202502,799,799,PAID
P00005298,S000901,202503,799,799,LATE
P00005299,S000901,202504,799,799,PAID
P00005300,S000901,202505,799,799,LATE
P00005301,S000901,202506,799,799,PAID
P00005302,S000901,202507,799,799,PAID
P00005303,S000901,202508,799,799,PAID
P00005304,S000901,202509,799,799,PAID
P00005305,S000901,202510,799,799,LATE
P00005306,S000901,202511,799,799,PAID
P00005307,S000901,202512,799,799,PAID
P00005308,S000902,202510,399,399,PAID
P00005309,S000902,202511,399,399,PAID
P00005310,S000902,202512,399,399,PAID
P00005311,S000903,202506,999,999,LATE
P00005312,S000903,202507,999,999,PAID
P00005313,S000903,202508,999,999,PAID
P00005314,S000903,202509,999,999,LATE
P00005315,S000903,202510,999,999,PAID
P00005316,S000903,202511,999,0,UNPAID
P00005317,S000903,202512,999,999,PAID
P00005318,S000904,202504,599,599,LATE
P00005319,S000904,202505,599,599,PAID
P00005320,S000904,202506,599,599,PAID
P00005321,S000904,202507,599,599,LATE
P00005322,S000904,202508,599,599,PAID
P00005323,S000904,202509,599,599,LATE
P00005324,S000904,202510,599,599,PAID
P00005325,S000904,202511,599,599,PAID
P00005326,S000904,202512,599,599,PAID
P00005327,S000905,202501,999,999,PAID
P00005328,S000905,202502,999,999,PAID
P00005329,S000905,202503,999,999,PAID
P00005330,S000905,202504,999,999,PAID
P00005331,S000905,202505,999,999,PAID
P00005332,S000905,202506,999,999,PAID
P00005333,S000905,202507,999,999,PAID
P00005334,S000905,202508,999,999,PAID
P00005335,S000905,202509,999,999,PAID
P00005336,S000905,202510,999,999,PAID
P00005337,S000905,202511,999,999,PAID
P00005338,S000905,202512,999,999,PAID
P00005339,S000906,202502,499,499,PAID
P00005340,S000906,202503,499,499,PAID
P00005341,S000906,202504,499,0,UNPAID
P00005342,S000906,202505,499,499,PAID
P00005343,S000906,202506,499,499,PAID
P00005344,S000906,202507,499,499,PAID
P00005345,S000906,202508,499,499,PAID
P00005346,S000906,202509,499,499,LATE
P00005347,S000906,202510,499,499,PAID
P00005348,S000906,202511,499,499,PAID
P00005349,S000906,202512,499,499,PAID
P00005350,S000907,202502,799,799,LATE
P00005351,S000907,202503,799,799,PAID
P00005352,S000907,202504,799,799,PAID
P00005353,S000907,202505,799,799,LATE
P00005354,S000907,202506,799,799,PAID
P00005355,S000908,202505,499,499,PAID
P00005356,S000908,202506,499,499,PAID
P00005357,S000908,202507,499,499,PAID
P00005358,S000908,202508,499,499,PAID
P00005359,S000908,202509,499,499,PAID
P00005360,S000908,202510,499,499,PAID
P00005361,S000908,202511,499,499,PAID
P00005362,S000908,202512,499,499,PAID
P00005363,S000909,202505,599,599,PAID
P00005364,S000909,202506,599,599,PAID
P00005365,S000909,202507,599,599,PAID
P00005366,S000909,202508,599,599,PAID
P00005367,S000909,202509,599,599,PAID
P00005368,S000909,202510,599,599,PAID
P00005369,S000909,202511,599,599,PAID
P00005370,S000909,202512,599,599,PAID
P00005371,S000910,202506,999,0,UNPAID
P00005372,S000910,202507,999,999,PAID
P00005373,S000910,202508,999,999,PAID
P00005374,S000910,202509,999,999,PAID
P00005375,S000910,202510,999,999,PAID
P00005376,S000910,202511,999,999,PAID
P00005377,S000910,202512,999,999,LATE
P00005378,S000911,202508,799,799,PAID
P00005379,S000911,202509,799,799,PAID
P00005380,S000911,202510,799,799,PAID
P00005381,S000911,202511,799,799,LATE
P00005382,S000911,202512,799,799,PAID
P00005383,S000912,202510,799,799,PAID
P00005384,S000912,202511,799,0,UNPAID
P00005385,S000912,202512,799,799,PAID
P00005386,S000913,202510,799,799,PAID
P00005387,S000913,202511,799,799,PAID
P00005388,S000913,202512,799,799,PAID
P00005389,S000914,202501,499,499,PAID
P00005390,S000914,202502,499,499,PAID
P00005391,S000914,202503,499,499,PAID
P00005392,S000914,202504,499,499,LATE
P00005393,S000914,202505,499,499,PAID
P00005394,S000914,202506,499,499,PAID
P00005395,S000914,202507,499,499,PAID
P00005396,S000914,202508,499,499,PAID
P00005397,S000914,202509,499,499,PAID
P00005398,S000914,202510,499,499,PAID
P00005399,S000914,202511,499,499,PAID
P00005400,S000914,202512,499,499,PAID
P00005401,S000915,202508,999,999,PAID
P00005402,S000915,202509,999,999,PAID
P00005403,S000915,202510,999,999,PAID
P00005404,S000915,202511,999,999,PAID
P00005405,S000915,202512,999,999,PAID
P00005406,S000916,202505,799,799,LATE
P00005407,S000916,202506,799,799,PAID
P00005408,S000916,202507,799,799,PAID
P00005409,S000916,202508,799,799,PAID
P00005410,S000916,202509,799,799,PAID
P00005411,S000916,202510,799,799,PAID
P00005412,S000916,202511,799,799,PAID
P00005413,S000916,202512,799,799,LATE
P00005414,S000917,202503,599,599,PAID
P00005415,S000917,202504,599,599,PAID
P00005416,S000917,202505,599,599,PAID
P00005417,S000917,202506,599,599,PAID
P00005418,S000917,202507,599,599,LATE
P00005419,S000917,202508,599,599,PAID
P00005420,S000917,202509,599,599,PAID
P00005421,S000917,202510,599,599,PAID
P00005422,S000917,202511,599,599,PAID
P00005423,S000917,202512,599,599,PAID
P00005424,S000918,202509,399,399,LATE
P00005425,S000918,202510,399,399,PAID
