subscription_id,usage_date,month_id,download_gb,upload_gb,avg_speed_mbps
S000755,2025-08-01,202508,545.03,62.04,697.05
S000755,2025-09-01,202509,316.42,58.3,677.04
S000755,2025-10-01,202510,387.56,90.48,1025.57
S000755,2025-11-01,202511,391.8,103.0,709.91
S000755,2025-12-01,202512,501.03,127.97,779.66
S000756,2025-05-01,202505,260.66,69.02,742.29
S000756,2025-06-01,202506,391.08,93.97,769.03
S000756,2025-07-01,202507,350.63,67.28,760.17
S000756,2025-08-01,202508,516.95,100.4,780.21
S000756,2025-09-01,202509,442.66,72.58,623.76
S000756,2025-10-01,202510,282.7,77.49,636.7
S000756,2025-11-01,202511,458.74,70.49,579.59
S000756,2025-12-01,202512,524.83,70.97,723.03
S000757,2025-11-01,202511,390.62,57.27,885.32
S000757,2025-12-01,202512,407.34,111.17,598.12
S000758,2025-09-01,202509,358.92,80.79,739.58
S000758,2025-10-01,202510,219.08,82.22,486.03
S000758,2025-11-01,202511,382.25,37.43,422.26
S000758,2025-12-01,202512,423.67,69.06,551.82
S000759,2025-11-01,202511,464.38,86.55,830.81
S000759,2025-12-01,202512,335.04,133.59,609.32
S000760,2025-03-01,202503,507.0,78.77,451.82
S000760,2025-04-01,202504,393.46,86.3,542.3
S000760,2025-05-01,202505,267.0,79.51,752.46
S000760,2025-06-01,202506,127.64,101.06,625.83
S000760,2025-07-01,202507,230.14,98.82,696.46
S000760,2025-08-01,202508,459.45,88.76,699.77
S000760,2025-09-01,202509,336.25,89.65,637.97
S000760,2025-10-01,202510,273.27,92.2,678.33
S000760,2025-11-01,202511,353.02,101.79,682.92
S000760,2025-12-01,202512,351.35,68.01,764.61
S000761,2025-07-01,202507,381.48,98.02,613.13
S000761,2025-08-01,202508,308.8,95.84,737.83
S000761,2025-09-01,202509,268.44,106.13,445.23
S000761,2025-10-01,202510,420.59,54.7,982.87
S000761,2025-11-01,202511,210.99,103.05,687.75
S000761,2025-12-01,202512,317.01,83.71,794.79
S000762,2025-03-01,202503,268.6,63.68,797.44
S000762,2025-04-01,202504,196.34,68.32,1156.1
S000762,2025-05-01,202505,262.88,102.96,612.11
S000762,2025-06-01,202506,395.81,93.09,869.34
S000762,2025-07-01,202507,331.98,119.78,611.6
S000762,2025-08-01,202508,371.08,84.91,531.7
S000762,2025-09-01,202509,324.27,83.23,635.18
S000762,2025-10-01,202510,569.68,63.23,876.91
S000762,2025-11-01,202511,427.08,79.72,570.22
S000762,2025-12-01,202512,280.86,69.64,432.14
S000763,2025-07-01,202507,259.69,50.35,901.88
S000763,2025-08-01,202508,405.66,95.72,788.32
S000763,2025-09-01,202509,365.03,109.21,608.39
S000763,2025-10-01,202510,359.6,94.94,501.82
S000763,2025-11-01,202511,628.69,80.57,721.3
S000763,2025-12-01,202512,463.12,98.3,705.71
S000764,2025-01-01,202501,361.71,49.92,616.53
S000764,2025-02-01,202502,396.55,88.88,883.17
S000764,2025-03-01,202503,339.15,52.25,858.51
S000764,2025-04-01,202504,479.25,97.96,675.45
S000764,2025-05-01,202505,443.99,148.58,717.27
S000764,2025-06-01,202506,231.94,68.27,793.82
S000764,2025-07-01,202507,205.57,83.39,757.05
S000764,2025-08-01,202508,488.16,106.2,829.69
S000764,2025-09-01,202509,155.36,98.42,805.83
S000764,2025-10-01,202510,373.03,45.4,583.48
S000764,2025-11-01,202511,244.99,39.7,699.56
S000764,2025-12-01,202512,278.2,132.51,674.68
S000765,2025-08-01,202508,466.44,48.62,620.49
S000765,2025-09-01,202509,358.72,61.84,636.67
S000765,2025-10-01,202510,330.38,75.32,978.27
S000765,2025-11-01,202511,384.04,89.59,780.95
S000765,2025-12-01,202512,405.14,78.34,651.89
S000766,2025-03-01,202503,365.01,103.14,868.94
S000766,2025-04-01,202504,328.36,95.36,670.81
S000766,2025-05-01,202505,353.05,70.53,672.75
S000766,2025-06-01,202506,470.72,81.85,720.29
S000766,2025-07-01,202507,219.75,73.82,663.8
S000766,2025-08-01,202508,275.38,80.43,635.62
S000766,2025-09-01,202509,357.2,82.43,556.64
S000766,2025-10-01,202510,314.12,81.55,877.64
S000766,2025-11-01,202511,373.1,66.76,759.85
S000766,2025-12-01,202512,503.68,98.33,782.13
S000767,2025-03-01,202503,415.3,108.8,861.34
S000767,2025-04-01,202504,401.01,101.37,537.75
S000767,2025-05-01,202505,214.8,83.14,710.3
S000767,2025-06-01,202506,301.05,96.52,420.57
S000767,2025-07-01,202507,301.87,70.3,454.55
S000767,2025-08-01,202508,484.53,52.82,611.75
S000767,2025-09-01,202509,431.72,92.92,533.77
S000767,2025-10-01,202510,411.42,85.8,1049.96
S000767,2025-11-01,202511,386.35,77.18,571.52
S000767,2025-12-01,202512,283.02,63.48,905.66
S000768,2025-03-01,202503,351.62,91.3,927.14
S000768,2025-04-01,202504,137.74,105.58,708.31
S000768,2025-05-01,202505,389.15,63.43,586.73
S000768,2025-06-01,202506,394.0,127.69,850.5
S000768,2025-07-01,202507,463.9,76.16,609.97
S000768,2025-08-01,202508,279.73,70.23,392.08
S000768,2025-09-01,202509,284.76,68.79,673.7
S000768,2025-10-01,202510,361.86,87.25,697.76
S000768,2025-11-01,202511,297.67,40.73,613.7
S000768,2025-12-01,202512,262.48,89.32,836.39
S000769,2025-02-01,202502,434.47,95.14,679.97
S000769,2025-03-01,202503,303.02,65.06,473.88
S000769,2025-04-01,202504,439.27,76.51,513.05
S000769,2025-05-01,202505,275.62,62.66,706.45
S000769,2025-06-01,202506,446.07,73.04,362.12
S000769,2025-07-01,202507,332.97,76.88,666.26
S000769,2025-08-01,202508,293.53,84.35,709.92
S000769,2025-09-01,202509,347.77,88.25,635.53
S000769,2025-10-01,202510,306.21,107.6,783.9
S000770,2025-02-01,202502,424.43,104.52,778.89
S000770,2025-03-01,202503,433.55,48.41,730.62
S000770,2025-04-01,202504,333.56,113.55,839.15
S000770,2025-05-01,202505,293.26,87.46,725.15
S000770,2025-06-01,202506,390.89,59.62,754.0
S000770,2025-07-01,202507,329.47,85.65,591.34
S000770,2025-08-01,202508,297.34,103.48,542.27
S000770,2025-09-01,202509,262.0,78.97,584.22
S000770,2025-10-01,202510,270.35,82.1,474.24
S000770,2025-11-01,202511,259.28,121.08,768.92
S000771,2025-02-01,202502,282.81,88.36,785.1
S000771,2025-03-01,202503,439.5,77.46,846.47
S000771,2025-04-01,202504,166.54,58.87,724.58
S000771,2025-05-01,202505,379.67,61.76,738.91
S000771,2025-06-01,202506,293.85,74.46,853.72
S000771,2025-07-01,202507,431.8,60.06,541.41
S000771,2025-08-01,202508,312.99,79.47,601.32
S000771,2025-09-01,202509,443.66,86.95,760.91
S000771,2025-10-01,202510,236.01,103.35,276.97
S000771,2025-11-01,202511,425.06,98.69,635.14
S000771,2025-12-01,202512,464.56,78.74,709.36
S000772,2025-11-01,202511,380.56,143.73,901.67
S000772,2025-12-01,202512,413.1,61.74,721.54
S000773,2025-10-01,202510,276.82,96.44,721.07
S000773,2025-11-01,202511,248.79,81.62,572.59
S000773,2025-12-01,202512,363.61,62.82,704.12
S000774,2025-02-01,202502,417.54,78.94,641.37
S000774,2025-03-01,202503,368.29,93.94,533.92
S000774,2025-04-01,202504,373.46,106.35,786.05
S000774,2025-05-01,202505,355.2,92.79,767.87
S000774,2025-06-01,202506,417.82,39.52,466.98
S000774,2025-07-01,202507,440.43,49.89,760.23
S000775,2025-03-01,202503,318.32,60.08,752.45
S000775,2025-04-01,202504,368.09,122.21,606.28
S000775,2025-05-01,202505,479.61,87.05,600.85
S000775,2025-06-01,202506,421.93,91.31,705.38
S000775,2025-07-01,202507,373.97,68.06,576.13
S000775,2025-08-01,202508,418.35,75.52,687.99
S000775,2025-09-01,202509,375.18,85.31,485.6
S000775,2025-10-01,202510,465.76,82.42,669.6
S000775,2025-11-01,202511,388.78,84.73,815.06
S000775,2025-12-01,202512,398.42,94.36,902.65
S000776,2025-09-01,202509,429.53,76.79,531.56
S000776,2025-10-01,202510,500.1,75.25,629.03
S000776,2025-11-01,202511,193.69,86.77,722.33
S000776,2025-12-01,202512,213.64,89.07,625.27
S000777,2025-09-01,202509,592.13,68.61,634.72
S000777,2025-10-01,202510,271.27,105.56,644.08
S000777,2025-11-01,202511,284.76,94.14,492.95
S000777,2025-12-01,202512,406.26,115.63,784.99
S000778,2025-09-01,202509,407.41,97.4,956.46
S000778,2025-10-01,202510,458.89,88.79,835.58
S000778,2025-11-01,202511,270.27,95.53,549.17
S000778,2025-12-01,202512,316.97,18.35,760.21
S000779,2025-06-01,202506,292.05,102.22,758.53
S000779,2025-07-01,202507,451.17,58.33,855.76
S000779,2025-08-01,202508,539.53,95.28,818.55
S000779,2025-09-01,202509,365.26,69.51,814.18
S000779,2025-10-01,202510,214.45,71.64,434.34
S000779,2025-11-01,202511,286.67,92.84,775.81
S000779,2025-12-01,202512,354.58,83.41,417.12
S000780,2025-03-01,202503,316.47,66.37,601.14
S000780,2025-04-01,202504,403.96,62.79,609.3
S000780,2025-05-01,202505,162.16,74.12,536.82
S000780,2025-06-01,202506,357.13,60.98,715.68
S000780,2025-07-01,202507,336.98,113.44,774.58
S000780,2025-08-01,202508,184.43,54.7,708.28
S000780,2025-09-01,202509,266.31,20.63,902.43
S000780,2025-10-01,202510,414.82,90.42,608.9
S000780,2025-11-01,202511,388.49,65.91,730.73
S000780,2025-12-01,202512,267.15,110.33,464.46
S000781,2025-09-01,202509,460.91,80.78,626.58
S000781,2025-10-01,202510,365.03,94.67,905.01
S000781,2025-11-01,202511,378.18,62.19,708.34
S000781,2025-12-01,202512,513.51,106.95,836.31
S000782,2025-08-01,202508,421.61,93.99,873.81
S000782,2025-09-01,202509,308.9,52.9,710.35
S000782,2025-10-01,202510,276.42,58.9,591.96
S000783,2025-09-01,202509,573.68,82.72,754.29
S000783,2025-10-01,202510,239.99,43.12,577.14
S000783,2025-11-01,202511,479.44,86.69,789.79
S000783,2025-12-01,202512,416.47,68.17,908.19
S000784,2025-02-01,202502,293.05,108.12,766.35
S000784,2025-03-01,202503,188.99,65.04,432.26
S000784,2025-04-01,202504,454.7,79.51,365.75
S000784,2025-05-01,202505,383.82,69.26,477.43
S000784,2025-06-01,202506,501.02,82.15,655.99
S000784,2025-07-01,202507,314.05,49.73,504.32
S000784,2025-08-01,202508,465.64,70.52,703.31
S000784,2025-09-01,202509,166.01,53.64,791.47
S000784,2025-10-01,202510,383.99,115.07,901.44
S000784,2025-11-01,202511,329.24,89.46,652.51
S000784,2025-12-01,202512,534.93,102.98,725.45
S000785,2025-11-01,202511,368.04,108.9,786.94
S000785,2025-12-01,202512,490.28,36.13,769.18
S000786,2025-05-01,202505,303.61,115.13,931.96
S000786,2025-06-01,202506,352.96,110.71,967.47
S000786,2025-07-01,202507,356.7,129.44,695.3
S000786,2025-08-01,202508,330.69,97.32,646.93
S000786,2025-09-01,202509,357.68,108.19,702.88
S000786,2025-10-01,202510,197.45,87.35,595.56
S000786,2025-11-01,202511,427.87,93.92,920.71
S000786,2025-12-01,202512,431.68,101.8,599.64
S000787,2025-08-01,202508,422.36,119.37,596.7
S000787,2025-09-01,202509,511.98,69.01,572.2
S000787,2025-10-01,202510,376.66,94.32,836.76
S000787,2025-11-01,202511,263.44,88.69,597.17
S000787,2025-12-01,202512,216.0,61.43,587.36
S000788,2025-11-01,202511,396.94,103.04,479.02
S000788,2025-12-01,202512,381.68,56.47,794.36
S000789,2025-09-01,202509,293.95,58.97,819.95
S000789,2025-10-01,202510,297.18,73.68,367.0
S000789,2025-11-01,202511,435.19,96.42,700.82
S000789,2025-12-01,202512,212.52,104.19,600.06
S000790,2025-07-01,202507,309.2,126.24,594.45
S000790,2025-08-01,202508,416.8,91.24,758.53
S000790,2025-09-01,202509,375.38,87.53,740.79
S000790,2025-10-01,202510,345.33,110.23,503.1
S000790,2025-11-01,202511,441.93,96.45,804.76
S000790,2025-12-01,202512,450.53,78.15,419.65
S000791,2025-02-01,202502,343.49,60.18,590.22
S000791,2025-03-01,202503,238.18,70.45,610.51
S000791,2025-04-01,202504,136.02,94.0,1033.05
S000791,2025-05-01,202505,404.56,75.94,691.79
S000791,2025-06-01,202506,312.11,81.8,694.45
S000791,2025-07-01,202507,274.31,113.66,476.93
S000791,2025-08-01,202508,414.65,77.98,985.12
S000791,2025-09-01,202509,380.68,72.8,662.84
S000791,2025-10-01,202510,353.59,57.14,584.97
S000791,2025-11-01,202511,189.36,61.54,714.09
S000791,2025-12-01,202512,377.02,40.41,679.42
S000792,2025-10-01,202510,400.71,76.74,604.93
S000792,2025-11-01,202511,312.91,69.18,604.49
S000792,2025-12-01,202512,365.64,126.15,588.45
S000793,2025-07-01,202507,321.37,78.97,596.9
S000793,2025-08-01,202508,448.84,32.58,620.34
S000793,2025-09-01,202509,423.65,74.12,576.87
S000793,2025-10-01,202510,389.67,98.13,731.6
S000793,2025-11-01,202511,277.89,89.12,639.69
S000793,2025-12-01,202512,417.07,109.67,309.16
S000794,2025-11-01,202511,360.0,45.29,1066.27
S000794,2025-12-01,202512,307.87,94.93,694.7
S000795,2025-08-01,202508,277.72,61.56,937.85
S000795,2025-09-01,202509,436.03,118.87,708.32
S000795,2025-10-01,202510,375.91,74.66,656.94
S000795,2025-11-01,202511,256.23,81.68,581.61
S000795,2025-12-01,202512,389.77,83.4,743.15
S000796,2025-02-01,202502,500.76,79.25,813.51
S000796,2025-03-01,202503,534.64,106.13,872.98
S000796,2025-04-01,202504,322.4,84.59,502.26
S000796,2025-05-01,202505,394.9,85.49,703.51
S000796,2025-06-01,202506,442.45,55.84,945.23
S000796,2025-07-01,202507,431.16,78.59,677.69
S000796,2025-08-01,202508,393.26,110.42,715.24
S000796,2025-09-01,202509,362.96,80.36,967.3
S000796,2025-10-01,202510,316.8,79.41,919.52
S000796,2025-11-01,202511,363.23,102.74,563.31
S000796,2025-12-01,202512,331.52,109.69,598.55
S000797,2025-01-01,202501,336.38,85.13,551.63
S000797,2025-02-01,202502,312.76,82.25,707.0
S000798,2025-03-01,202503,465.23,110.83,571.59
S000798,2025-04-01,202504,360.01,93.48,927.45
S000798,2025-05-01,202505,414.66,85.82,799.98
S000798,2025-06-01,202506,410.64,61.45,728.92
S000798,2025-07-01,202507,481.32,75.85,719.42
S000798,2025-08-01,202508,328.17,33.72,703.09
S000798,2025-09-01,202509,377.16,69.75,526.8
S000798,2025-10-01,202510,270.75,95.28,995.88
S000798,2025-11-01,202511,474.42,53.11,828.19
S000798,2025-12-01,202512,290.32,68.35,630.7
S000799,2025-05-01,202505,413.55,99.19,685.3
S000799,2025-06-01,202506,342.7,89.29,785.2
S000799,2025-07-01,202507,455.86,54.31,703.0
S000799,2025-08-01,202508,253.88,78.98,666.07
S000799,2025-09-01,202509,345.79,64.01,476.91
S000799,2025-10-01,202510,161.5,77.38,635.35
S000799,2025-11-01,202511,289.17,106.45,571.08
S000799,2025-12-01,202512,477.52,112.48,407.36
S000800,2025-08-01,202508,358.31,72.01,263.23
S000800,2025-09-01,202509,219.98,95.5,1002.88
S000800,2025-10-01,202510,431.24,86.47,696.8
S000800,2025-11-01,202511,501.44,122.96,611.97
S000800,2025-12-01,202512,170.0,38.04,898.28
S000801,2025-09-01,202509,345.76,83.66,431.4
S000801,2025-10-01,202510,282.21,74.09,731.18
S000801,2025-11-01,202511,314.13,59.25,582.31
S000801,2025-12-01,202512,458.75,84.9,791.82
S000802,2025-01-01,202501,269.1,20.92,621.53
S000802,2025-02-01,202502,272.01,86.98,1192.86
S000802,2025-03-01,202503,412.56,134.72,785.32
S000802,2025-04-01,202504,293.31,86.96,967.1
S000802,2025-05-01,202505,514.66,68.49,737.98
S000802,2025-06-01,202506,221.37,96.49,933.0
S000802,2025-07-01,202507,353.58,66.65,754.02
S000802,2025-08-01,202508,387.57,81.62,726.81
S000802,2025-09-01,202509,334.36,99.92,810.43
S000802,2025-10-01,202510,261.52,59.79,661.84
S000802,2025-11-01,202511,416.32,82.96,603.53
S000802,2025-12-01,202512,373.54,73.38,832.07
S000803,2025-06-01,202506,379.98,73.69,734.73
S000803,2025-07-01,202507,468.35,68.61,760.4
S000803,2025-08-01,202508,343.66,88.54,601.82
S000803,2025-09-01,202509,359.93,102.16,559.45
S000803,2025-10-01,202510,230.35,54.17,524.4
S000803,2025-11-01,202511,403.58,51.88,655.32
S000803,2025-12-01,202512,405.65,88.33,642.17
S000804,2025-01-01,202501,367.18,82.14,666.36
S000804,2025-02-01,202502,331.02,124.71,821.4
S000804,2025-03-01,202503,573.26,70.06,687.26
S000804,2025-04-01,202504,230.11,63.81,985.29
S000804,2025-05-01,202505,303.02,118.39,513.5
S000804,2025-06-01,202506,255.19,73.18,690.44
S000804,2025-07-01,202507,433.08,89.02,637.55
S000804,2025-08-01,202508,338.0,73.62,562.8
S000804,2025-09-01,202509,270.08,100.56,425.78
S000804,2025-10-01,202510,495.56,73.14,584.12
S000804,2025-11-01,202511,416.58,109.7,867.64
S000804,2025-12-01,202512,395.17,101.74,442.53
S000805,2025-07-01,202507,303.04,61.78,883.7
S000805,2025-08-01,202508,315.49,96.91,780.38
S000805,2025-09-01,202509,272.39,68.26,894.07
S000805,2025-10-01,202510,280.21,82.5,582.62
S000805,2025-11-01,202511,321.74,79.08,582.57
S000806,2025-11-01,202511,263.56,85.73,573.29
S000806,2025-12-01,202512,277.04,61.22,688.31
S000807,2025-08-01,202508,434.93,110.13,591.11
S000807,2025-09-01,202509,543.53,59.91,862.53
S000807,2025-10-01,202510,285.05,62.58,588.29
S000807,2025-11-01,202511,345.28,91.6,800.48
S000807,2025-12-01,202512,265.04,60.21,562.5
S000808,2025-07-01,202507,339.98,75.8,557.47
S000808,2025-08-01,202508,374.26,125.25,624.29
S000808,2025-09-01,202509,310.98,91.19,616.18
S000808,2025-10-01,202510,410.21,65.63,974.82
S000808,2025-11-01,202511,381.03,67.6,611.7
S000808,2025-12-01,202512,303.76,107.45,509.69
S000809,2025-05-01,202505,289.89,68.77,697.65
S000809,2025-06-01,202506,325.6,50.18,640.03
S000809,2025-07-01,202507,341.04,67.44,803.02
S000809,2025-08-01,202508,432.75,78.43,734.58
S000809,2025-09-01,202509,155.5,71.58,850.72
S000809,2025-10-01,202510,311.89,65.25,1041.65
S000809,2025-11-01,202511,513.72,89.35,870.84
S000809,2025-12-01,202512,149.67,64.25,629.51
S000810,2025-03-01,202503,328.76,70.2,317.5
S000810,2025-04-01,202504,384.74,90.87,940.28
S000810,2025-05-01,202505,279.05,62.6,298.0
S000810,2025-06-01,202506,323.58,98.02,608.23
S000810,2025-07-01,202507,542.91,74.87,722.05
S000810,2025-08-01,202508,227.32,85.74,403.1
S000810,2025-09-01,202509,412.43,94.49,903.89
S000810,2025-10-01,202510,258.2,83.21,784.57
S000810,2025-11-01,202511,389.81,62.69,341.2
S000810,2025-12-01,202512,381.23,76.95,615.0
S000811,2025-11-01,202511,418.76,79.1,502.12
S000811,2025-12-01,202512,176.17,57.42,1058.95
S000812,2025-06-01,202506,415.05,83.77,672.75
S000812,2025-07-01,202507,327.73,103.34,626.41
S000812,2025-08-01,202508,401.92,73.03,991.02
S000812,2025-09-01,202509,416.81,104.91,612.34
S000812,2025-10-01,202510,445.23,73.75,716.51
S000812,2025-11-01,202511,497.15,59.14,730.49
S000812,2025-12-01,202512,389.42,90.4,632.38
S000813,2025-04-01,202504,537.76,54.1,918.83
S000813,2025-05-01,202505,459.36,118.02,461.77
S000813,2025-06-01,202506,271.81,109.84,418.44
S000813,2025-07-01,202507,205.42,70.23,728.8
S000813,2025-08-01,202508,493.3,76.29,608.76
S000813,2025-09-01,202509,378.03,89.39,766.19
S000813,2025-10-01,202510,333.98,40.9,562.36
S000813,2025-11-01,202511,477.82,83.74,651.62
S000813,2025-12-01,202512,450.64,57.4,666.2
S000814,2025-05-01,202505,362.4,71.17,715.11
S000814,2025-06-01,202506,333.11,52.01,727.22
S000814,2025-07-01,202507,230.45,83.31,906.12
S000815,2025-01-01,202501,324.71,56.57,680.95
S000815,2025-02-01,202502,275.12,91.89,677.8
S000815,2025-03-01,202503,503.88,103.26,677.04
S000815,2025-04-01,202504,414.4,72.14,705.09
S000815,2025-05-01,202505,317.47,95.33,914.95
S000815,2025-06-01,202506,421.88,98.44,838.46
S000815,2025-07-01,202507,399.61,57.21,955.15
S000815,2025-08-01,202508,512.4,75.32,644.4
S000815,2025-09-01,202509,405.12,91.02,669.71
S000815,2025-10-01,202510,237.5,86.11,782.72
S000815,2025-11-01,202511,415.32,86.99,659.33
S000815,2025-12-01,202512,439.46,81.32,630.26
S000816,2025-05-01,202505,333.74,45.08,672.66
S000816,2025-06-01,202506,411.96,86.8,928.1
S000816,2025-07-01,202507,326.33,89.75,818.91
S000816,2025-08-01,202508,560.86,82.9,543.37
S000816,2025-09-01,202509,426.31,117.31,651.62
S000817,2025-07-01,202507,425.7,104.57,852.56
S000817,2025-08-01,202508,361.3,66.03,687.81
S000817,2025-09-01,202509,391.27,98.16,750.09
S000817,2025-10-01,202510,315.81,91.11,829.01
S000817,2025-11-01,202511,384.16,63.28,672.79
S000817,2025-12-01,202512,435.3,52.34,386.02
S000818,2025-08-01,202508,485.73,90.23,791.01
S000818,2025-09-01,202509,253.09,94.75,741.29
S000818,2025-10-01,202510,207.41,108.49,723.8
S000819,2025-03-01,202503,314.35,72.44,397.72
S000819,2025-04-01,202504,403.4,85.24,670.89
S000819,2025-05-01,202505,465.06,52.32,610.48
S000819,2025-06-01,202506,273.5,74.42,710.12
S000819,2025-07-01,202507,388.7,73.06,568.4
S000819,2025-08-01,202508,501.74,128.23,721.49
S000819,2025-09-01,202509,281.89,109.51,482.99
S000819,2025-10-01,202510,319.87,66.08,526.07
S000819,2025-11-01,202511,324.8,62.72,701.9
S000819,2025-12-01,202512,352.45,67.57,644.42
S000820,2025-08-01,202508,329.22,96.2,677.74
S000820,2025-09-01,202509,424.22,91.72,785.73
S000820,2025-10-01,202510,474.91,57.61,629.02
S000820,2025-11-01,202511,508.7,74.85,277.73
S000820,2025-12-01,202512,331.73,82.7,307.43
S000821,2025-05-01,202505,470.05,65.73,749.28
S000821,2025-06-01,202506,329.66,54.23,539.42
S000821,2025-07-01,202507,265.84,101.71,677.87
S000821,2025-08-01,202508,303.03,61.31,879.42
S000821,2025-09-01,202509,481.78,103.69,773.87
S000821,2025-10-01,202510,376.08,55.68,663.13
S000821,2025-11-01,202511,288.45,43.49,858.56
S000821,2025-12-01,202512,287.38,103.92,832.26
S000822,2025-04-01,202504,400.1,92.26,607.7
S000822,2025-05-01,202505,517.21,80.86,745.29
S000822,2025-06-01,202506,291.58,61.38,771.59
S000822,2025-07-01,202507,369.58,64.21,484.24
S000822,2025-08-01,202508,235.71,103.92,608.01
S000822,2025-09-01,202509,319.5,109.01,531.68
S000822,2025-10-01,202510,284.57,64.62,942.71
S000822,2025-11-01,202511,529.4,95.03,817.51
S000822,2025-12-01,202512,297.77,118.95,740.15
S000823,2025-10-01,202510,426.78,77.89,659.8
S000823,2025-11-01,202511,499.67,90.79,917.71
S000823,2025-12-01,202512,372.98,63.03,612.5
S000824,2025-07-01,202507,359.27,67.47,533.88
S000824,2025-08-01,202508,458.13,69.1,720.73
S000824,2025-09-01,202509,376.65,68.24,917.62
S000824,2025-10-01,202510,249.46,85.23,736.92
S000824,2025-11-01,202511,345.12,54.06,830.62
S000824,2025-12-01,202512,416.92,66.49,806.12
S000825,2025-07-01,202507,383.74,54.39,571.91
S000825,2025-08-01,202508,452.45,86.19,615.35
S000825,2025-09-01,202509,272.74,69.69,633.33
S000825,2025-10-01,202510,273.86,45.16,871.0
S000825,2025-11-01,202511,437.36,54.53,720.45
S000825,2025-12-01,202512,268.8,74.77,648.29
S000826,2025-07-01,202507,311.49,120.06,633.95
S000826,2025-08-01,202508,277.26,64.75,856.57
S000826,2025-09-01,202509,201.31,64.75,917.02
S000826,2025-10-01,202510,371.96,83.84,1019.82
S000826,2025-11-01,202511,372.17,65.84,657.69
S000826,2025-12-01,202512,247.81,105.12,786.18
S000827,2025-01-01,202501,451.2,104.26,637.87
S000827,2025-02-01,202502,264.97,78.97,569.09
S000827,2025-03-01,202503,364.85,102.64,674.78
S000827,2025-04-01,202504,363.5,78.12,820.41
S000827,2025-05-01,202505,289.9,36.07,770.63
S000827,2025-06-01,202506,438.91,88.93,603.97
S000827,2025-07-01,202507,247.85,89.89,721.22
S000827,2025-08-01,202508,338.68,116.45,557.98
S000827,2025-09-01,202509,509.75,80.64,424.66
S000827,2025-10-01,202510,333.87,99.19,645.24
S000827,2025-11-01,202511,217.27,76.71,571.42
S000827,2025-12-01,202512,394.26,95.47,541.56
S000828,2025-04-01,202504,286.48,95.13,571.17
S000828,2025-05-01,202505,252.61,56.43,752.81
S000828,2025-06-01,202506,377.82,66.32,700.76
S000828,2025-07-01,202507,487.44,60.52,407.24
S000828,2025-08-01,202508,390.96,77.79,593.5
S000828,2025-09-01,202509,408.69,96.78,368.76
S000828,2025-10-01,202510,291.27,126.35,787.51
S000828,2025-11-01,202511,410.85,103.46,702.56
S000828,2025-12-01,202512,421.7,94.36,780.86
S000829,2025-11-01,202511,321.02,83.44,611.75
S000829,2025-12-01,202512,351.15,56.63,581.41
S000830,2025-09-01,202509,324.59,61.13,624.25
S000830,2025-10-01,202510,335.25,88.05,842.39
S000830,2025-11-01,202511,308.26,106.7,840.79
S000830,2025-12-01,202512,395.37,83.07,747.87
S000831,2025-03-01,202503,456.83,104.47,900.24
S000831,2025-04-01,202504,353.72,91.1,901.53
S000831,2025-05-01,202505,293.87,73.63,702.41
S000831,2025-06-01,202506,430.96,98.3,665.37
S000831,2025-07-01,202507,214.23,84.92,562.25
S000831,2025-08-01,202508,215.91,54.72,748.96
S000831,2025-09-01,202509,472.49,80.78,731.71
S000831,2025-10-01,202510,456.46,49.11,778.03
S000831,2025-11-01,202511,348.96,91.32,627.48
S000831,2025-12-01,202512,276.39,82.81,947.38
S000832,2025-06-01,202506,427.48,69.85,498.85
S000832,2025-07-01,202507,198.61,106.32,556.74
S000832,2025-08-01,202508,320.7,106.42,457.91
S000832,2025-09-01,202509,484.3,74.93,527.71
S000832,2025-10-01,202510,327.74,65.55,766.12
S000832,2025-11-01,202511,291.67,41.77,666.92
S000832,2025-12-01,202512,227.91,84.09,521.93
S000833,2025-05-01,202505,306.08,83.65,668.13
S000833,2025-06-01,202506,372.54,93.61,526.31
S000833,2025-07-01,202507,344.2,13.41,737.1
S000833,2025-08-01,202508,322.93,60.33,747.36
S000833,2025-09-01,202509,455.54,70.48,558.28
S000833,2025-10-01,202510,364.85,53.29,600.94
S000833,2025-11-01,202511,460.02,81.24,418.08
S000833,2025-12-01,202512,188.27,83.24,829.36
S000834,2025-11-01,202511,204.41,88.99,899.55
S000834,2025-12-01,202512,519.91,86.62,776.02
S000835,2025-03-01,202503,158.01,122.0,613.68
S000835,2025-04-01,202504,265.99,74.9,926.75
S000835,2025-05-01,202505,548.72,82.51,849.71
S000835,2025-06-01,202506,353.89,59.24,921.51
S000835,2025-07-01,202507,294.01,110.71,894.78
S000835,2025-08-01,202508,405.26,116.58,1034.85
S000835,2025-09-01,202509,334.23,63.82,420.36
S000835,2025-10-01,202510,552.02,71.21,870.26
S000835,2025-11-01,202511,283.29,110.77,594.98
S000835,2025-12-01,202512,242.75,75.83,620.23
S000836,2025-08-01,202508,403.67,78.97,794.16
S000836,2025-09-01,202509,323.81,66.7,612.47
S000836,2025-10-01,202510,534.04,84.5,402.44
S000836,2025-11-01,202511,303.18,81.94,976.81
S000836,2025-12-01,202512,442.58,61.57,1062.75
S000837,2025-04-01,202504,347.2,104.93,526.75
S000837,2025-05-01,202505,134.17,51.83,212.45
S000837,2025-06-01,202506,540.09,84.29,561.3
S000837,2025-07-01,202507,390.74,83.79,793.14
